teamName,season,rushing_yards,ypc,ypc_over_expected,yards_over_expected,epa,count,aly_mib,freq
San Francisco 49ers,2016,1625,4.1,-0.32,-126.37067968044919,-0.08527543614609571,397,1.3,1
San Francisco 49ers,2017,1614,3.9,-0.22,-91.1938705953139,-0.055872757575609756,410,1.1,1
San Francisco 49ers,2018,1822,4.6,0.48,191.07365633146028,-0.05644174467005076,394,1.1,1
Seattle Seahawks,2009,1332,3.9,-0.44,-148.53695715644156,-0.08391902479411764,340,1.3,1
Seattle Seahawks,2010,1376,4,-0.19,-65.04147977513504,-0.07636382173913044,345,1.3,1
Seattle Seahawks,2011,1580,3.9,-0.36,-146.6914234555391,-0.0954300636004902,408,1.4,1
Seattle Seahawks,2012,2430,4.9,0.59,296.54853501724875,0.018601456379241516,501,1.4,1
Seattle Seahawks,2013,1776,4.1,-0.15,-64.16411305898394,-0.02462181171232877,438,1.4,1
Seattle Seahawks,2014,2271,5,0.67,309.06025805212244,0.06963082829039301,458,1.4,1
Seattle Seahawks,2015,1738,4.5,0.13,52.22704106739586,-0.040004464984615386,390,1.5,1
Seattle Seahawks,2016,1444,4,-0.28,-102.4857559941452,-0.08072594838186813,364,1,1
Seattle Seahawks,2017,1260,3.5,-0.91,-326.39687222474515,-0.14037118430555556,360,1.1,1
Seattle Seahawks,2018,2276,4.7,0.33,160.09680890099878,0.048318254909221314,488,1.6,1
Tampa Bay Buccaneers,2009,1274,3.8,-0.36,-120.21870000520308,-0.13288952214071856,334,1.4,1
Tampa Bay Buccaneers,2010,1611,4.2,0.15,55.11708329365749,-0.10004619905263158,380,1.2,1
Tampa Bay Buccaneers,2011,1255,4.1,-0.2,-62.22068437745928,-0.10241120258899676,309,1.2,1
Tampa Bay Buccaneers,2012,1719,4.3,0.13,51.673888628104756,-0.012754246075000001,400,1.4,1
Tampa Bay Buccaneers,2013,1539,3.9,-0.4,-159.87812058578552,-0.0707943921969697,396,1.3,1
Tampa Bay Buccaneers,2014,1205,3.7,-0.62,-202.44074986479023,-0.12221069764525994,327,1.2,1
Tampa Bay Buccaneers,2015,1887,4.9,0.65,250.83175722833326,-0.04317343587628866,388,1.5,1
Tampa Bay Buccaneers,2016,1423,3.5,-0.76,-307.403517768695,-0.13449198167487686,406,1.3,1
Tampa Bay Buccaneers,2017,1347,3.6,-0.58,-213.29560831214644,-0.08240099682702702,370,1.4,1
Tampa Bay Buccaneers,2018,1123,3.5,-0.74,-237.27813929928686,-0.11618828071875,320,1.2,1
Tennessee Titans,2009,2228,5.3,1.13,473.2023136894055,0.038125549952380954,420,1.3,1
Tennessee Titans,2010,1713,4.4,0.23,91.7787109914848,-0.0371984344783715,393,1,1
Tennessee Titans,2011,1293,3.7,-0.59,-209.4539348546045,-0.11118104206798866,353,1.2,1
Tennessee Titans,2012,1468,4.1,-0.14,-48.26683544409383,-0.11451885553370786,356,1,1
Tennessee Titans,2013,1555,3.8,-0.3,-122.35588631369968,-0.04801806101719902,407,1.5,1
Tennessee Titans,2014,1212,3.9,-0.49,-155.21609151607896,-0.11009973917197452,314,1.6,1
Tennessee Titans,2015,1164,3.6,-0.6,-192.76460827717028,-0.12699122180685357,321,1.3,1
Tennessee Titans,2016,2055,4.7,0.54,238.4658322857945,0.020663304045454543,440,1.6,1
Tennessee Titans,2017,1809,4.1,-0.01,-5.779337898568457,-0.016022026559633026,436,1.2,1
Tennessee Titans,2018,1779,4.3,0.25,102.84896613047223,-0.0019107973722627721,411,1.4,1
Washington Redskins,2009,1212,3.7,-0.46,-150.47836205382387,-0.11116979818181817,330,1.4,1
Washington Redskins,2010,1310,4,-0.05,-17.029400795390465,-0.053258818548475605,328,1,1
Washington Redskins,2011,1503,4.1,-0.12,-44.290292893390784,-0.04869197283018868,371,1.5,1
Washington Redskins,2012,2416,4.9,0.77,377.49116988217645,0.05002848492842536,489,1.3,1
Washington Redskins,2013,1876,4.6,0.38,154.21746527971254,-0.012335470559610708,411,1.3,1
Washington Redskins,2014,1554,4.2,-0.07,-26.115969698843102,-0.03391827904301075,372,1.3,1
Washington Redskins,2015,1399,3.7,-0.58,-219.36100898568574,-0.12735967398416886,379,1.4,1
Washington Redskins,2016,1743,4.7,0.38,143.30676418684766,0.04631707056149732,374,1.6,1
Washington Redskins,2017,1340,3.5,-0.72,-273.74184452987214,-0.12829287316753926,382,1.4,1
Washington Redskins,2018,1505,4.1,-0.22,-78.90324705225756,0.016130382032967034,364,1.1,1
