entityName,DefendersInBox,playIdZ,gameId,gsisGameKey,playId,gameId,plainDate,week,playoffWeek,teamId,teamName,token,seasonType,ncaa,nfl,opponentToken,oppAbbrevName,home,win,finalScore,finalScoreOpponent,team,opponent,abbrevName,oppAbbrevName,quarter,gameClock,roadPriorScore,homePriorScore,downStart,distToFirstStart,goalDistStart,pos,playType,startWp,wpa,startEp,epa,driveNumber,driveStartQuarter,driveStartDistance,driveStartingClock,drivePlays,driveYards,driveTimeOfPossession,driveHowEnded,playDesc,sDRGameId,sdrEventId,scheduleId,wallClock,wallClock,drivePlays,driveYards,driveTimeOfPossession,driveHowEnded,onOffense,highlightVideo,highlightImageSmall,highlightImageLarge,highlightCaption,videoBroadcast,videoSideline,videoEndZone,yards,date,game,qtr,zebraData,zebraBallSnapY,EventSum
Chicago Bears,8,4210174 3652,4210174,57781,3652,4210174,2018-12-16,15,,8806,Chicago Bears,CHICAGO,REG,,true,GREENBAY,GB,true,true,24,17,Bears,Packers,CHI,GB,4,552,14,21,1,10,15,15,RUSH,0.961075,0.00311361,4.39978,0.0208516,18,4,15,552,4,9,149,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3060022"">J. Howard</a> rushes up the middle for 4 yards. 1 yards after contact.",,401030893,,,,4,9,149,Made Field Goal,true,,,,,,,,4,2018-12-16 (W15),GB 17 @ CHI 24,4,,,2587
Chicago Bears,8,4210184 59,4210184,57803,59,4210184,2018-12-23,16,,8806,Chicago Bears,CHICAGO,REG,,true,SANFRNCSCO,SF,false,true,14,9,Bears,49ers,CHI,SF,1,894,0,0,1,10,72,72,RUSH,0.508409,0.0260015,1.05854,0.794158,1,1,72,900,5,23,179,Punt,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2582146"">A. Robinson</a> rushes outside the left tackle for 9 yards. 3 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3125073"">E. Lee</a>.",,401030901,,75976,75976,5,23,179,Punt,true,,,,,,,,9,2018-12-23 (W16),CHI 14 @ SF 9,1,,,2587
Chicago Bears,8,4210184 341,4210184,57803,341,4210184,2018-12-23,16,,8806,Chicago Bears,CHICAGO,REG,,true,SANFRNCSCO,SF,false,true,14,9,Bears,49ers,CHI,SF,1,552,0,0,3,1,66,66,RUSH,0.52192,0.000132498,1.1984,0.405312,3,1,75,635,8,56,287,Missed Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3060022"">J. Howard</a> rushes towards the left guard for 4 yards. 1 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3051320"">J. Taylor</a>.",,401030901,,,,8,56,287,Missed Field Goal,true,,,,,,,,4,2018-12-23 (W16),CHI 14 @ SF 9,1,,,2587
Chicago Bears,8,4210184 1592,4210184,57803,1592,4210184,2018-12-23,16,,8806,Chicago Bears,CHICAGO,REG,,true,SANFRNCSCO,SF,false,true,14,9,Bears,49ers,CHI,SF,2,244,0,6,2,8,47,47,PASS,0.317994,0.0435505,1.85495,1.17206,9,2,75,349,8,75,237,Touchdown Pass,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3039707"">M. Trubisky</a> pass complete (thrown 6 yards behind the line of scrimmage to the far left) to <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3060022"">J. Howard</a> for 16 yards. 22 yards after the catch. 3 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2971282"">D. Buckner</a>.",,401030901,,80088,80088,8,75,237,Touchdown Pass,true,,,,,,,,16,2018-12-23 (W16),CHI 14 @ SF 9,2,,,2587
Chicago Bears,8,4210184 1621,4210184,57803,1621,4210184,2018-12-23,16,,8806,Chicago Bears,CHICAGO,REG,,true,SANFRNCSCO,SF,false,true,14,9,Bears,49ers,CHI,SF,2,197,0,6,1,10,31,31,PASS,0.361544,0.0545998,3.02701,0.850314,9,2,75,349,8,75,237,Touchdown Pass,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3039707"">M. Trubisky</a> pass complete (thrown 17 yards downfield to the mid left) to <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2969241"">B. Braunecker</a> for 18 yards. 1 yards after the catch. 1 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3125073"">E. Lee</a>.",,401030901,,80095,80095,8,75,237,Touchdown Pass,true,,,,,,,,18,2018-12-23 (W16),CHI 14 @ SF 9,2,,,2587
Chicago Bears,8,4210184 2657,4210184,57803,2657,4210184,2018-12-23,16,,8806,Chicago Bears,CHICAGO,REG,,true,SANFRNCSCO,SF,false,true,14,9,Bears,49ers,CHI,SF,3,257,13,9,2,2,2,2,RUSH,0.629391,0.0703082,5.4262,1.0867,12,3,90,717,12,90,463,Touchdown,"Touchdown Chicago Bears - <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3060022"">J. Howard</a> rushes up the middle for 2 yards. Touchdown <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3060022"">J. Howard</a>.",,401030901,,83157,83157,12,90,463,Touchdown,true,,,,,,,,2,2018-12-23 (W16),CHI 14 @ SF 9,3,,,2587
Chicago Bears,8,4210087 1413,4210087,57812,1413,4210087,2018-12-30,17,,8806,Chicago Bears,CHICAGO,REG,,true,MINNESOTA,MIN,false,true,24,10,Bears,Vikings,CHI,MIN,2,440,13,0,1,1,1,1,RUSH,0.873556,0.024612,6.05702,0.459285,8,2,85,776,10,85,339,Touchdown,"Touchdown Chicago Bears - <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3060022"">J. Howard</a> rushes up the middle for 1yard. 1 yards after contact. Touchdown <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3060022"">J. Howard</a>.",,401030763,,80756,80756,10,85,339,Touchdown,true,,,,,,,,1,2018-12-30 (W17),CHI 24 @ MIN 10,2,,,2587
Chicago Bears,8,4210087 3354,4210087,57812,3354,4210087,2018-12-30,17,,8806,Chicago Bears,CHICAGO,REG,,true,MINNESOTA,MIN,false,true,24,10,Bears,Vikings,CHI,MIN,4,466,21,10,,,2,2,TWOPOINTCONV,0.95894,0.0149601,0.9456,1.0544,15,3,75,111,16,75,545,Touchdown,"Two Point Conversion is Good. Pass by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3039707"">M. Trubisky</a> to <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2581818"">N. Kwiatkoski</a>.",,401030763,,85946,85946,16,75,545,Touchdown,true,,,,,,,,,2018-12-30 (W17),CHI 24 @ MIN 10,4,,,2587
Cincinnati Bengals,8,4210015 3642,4210015,57570,3642,4210015,2018-09-09,1,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,INDIANAPOL,IND,false,true,34,23,Bengals,Colts,CIN,IND,4,479,24,23,2,7,56,56,PENALTY,0.644567,-0.0647471,1.60673,-0.888804,19,4,79,593,11,58,356,Made Field Goal,"Offensive Holding on <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3047571"">A. Redmond</a> Accepted. 10 yard penalty.",,401030717,,70945,70945,11,58,356,Made Field Goal,true,,,,,,,,0,2018-09-09 (W1),CIN 34 @ IND 23,4,,,2587
Cincinnati Bengals,8,4210015 3791,4210015,57570,3791,4210015,2018-09-09,1,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,INDIANAPOL,IND,false,true,34,23,Bengals,Colts,CIN,IND,4,296,24,23,1,10,21,21,RUSH,0.821208,-0.0276933,4.04841,-0.47109,19,4,79,593,11,58,356,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a> rushes towards the right guard for 0 yards. 1 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3045251"">A. Walker</a>.",,401030717,,71176,71176,11,58,356,Made Field Goal,true,,,,,,,,0,2018-09-09 (W1),CIN 34 @ IND 23,4,,,2587
Cincinnati Bengals,8,4209988 524,4209988,57583,524,4209988,2018-09-13,2,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,BALTIMORE,BAL,true,true,34,23,Bengals,Ravens,CIN,BAL,1,640,0,6,2,4,4,4,PASS,0.665263,0.051918,5.09274,1.37326,4,1,16,733,4,16,98,Touchdown Pass,"Touchdown Cincinnati Bengals - <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223207"">A. Dalton</a> pass complete (thrown 4 yards downfield to the far right) to <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2311353"">A. Green</a> for 4 yards. 0 yards after the catch. Touchdown <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2311353"">A. Green</a>.",,401030690,,2393,2393,4,16,98,Touchdown Pass,true,,,,,,,,4,2018-09-13 (W2),BAL 23 @ CIN 34,1,,,2587
Cincinnati Bengals,8,4209988 4631,4209988,57583,4631,4209988,2018-09-13,2,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,BALTIMORE,BAL,true,true,34,23,Bengals,Ravens,CIN,BAL,4,157,23,31,2,9,28,28,RUSH,0.990822,0.00462186,2.77169,-0.446131,25,4,29,162,4,7,17,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a> rushes outside the left tackle for 2 yards. 2 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3961466"">M. Judon</a>.",,401030690,,12791,12791,4,7,17,Made Field Goal,true,,,,,,,,2,2018-09-13 (W2),BAL 23 @ CIN 34,4,,,2587
Cincinnati Bengals,8,4209988 4669,4209988,57583,4669,4209988,2018-09-13,2,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,BALTIMORE,BAL,true,true,34,23,Bengals,Ravens,CIN,BAL,4,153,23,31,3,7,26,26,RUSH,0.995444,0.00271218,2.32556,-0.577086,25,4,29,162,4,7,17,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a> rushes towards the left guard for 4 yards. 3 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2977615"">C. Wormley</a>.",,401030690,,12863,12863,4,7,17,Made Field Goal,true,,,,,,,,4,2018-09-13 (W2),BAL 23 @ CIN 34,4,,,2587
Cincinnati Bengals,8,4210078 187,4210078,57602,187,4210078,2018-09-23,3,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,CAROLINA,CAR,false,false,21,31,Bengals,Panthers,CIN,CAR,1,755,0,0,2,9,51,51,PASS,0.576565,0.0145016,1.79843,0.135537,2,1,75,823,11,75,363,Touchdown,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223207"">A. Dalton</a> pass complete (thrown 1 yard downfield to the far left) to <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2511573"">G. Bernard</a> for 6 yards. 5 yards after the catch. 1 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2978313"">S. Thompson</a>.",,401030790,,61648,61648,11,75,363,Touchdown,true,,,,,,,,6,2018-09-23 (W3),CIN 21 @ CAR 31,1,,,2587
Cincinnati Bengals,8,4210078 321,4210078,57602,321,4210078,2018-09-23,3,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,CAROLINA,CAR,false,false,21,31,Bengals,Panthers,CIN,CAR,1,558,0,0,1,10,14,14,PASS,0.661267,0.0137214,4.43704,0.469934,2,1,75,823,11,75,363,Touchdown,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223207"">A. Dalton</a> pass complete (thrown 1 yards behind the line of scrimmage to the mid right) to <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3045144"">T. Boyd</a> for 7 yards. 8 yards after the catch. 5 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223221"">C. Jones</a>.",,401030790,,61915,61915,11,75,363,Touchdown,true,,,,,,,,7,2018-09-23 (W3),CIN 21 @ CAR 31,1,,,2587
Cincinnati Bengals,8,4210078 398,4210078,57602,398,4210078,2018-09-23,3,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,CAROLINA,CAR,false,false,21,31,Bengals,Panthers,CIN,CAR,1,478,0,0,2,3,3,3,PENALTY,0.673358,0.0158011,5.21578,0.84371,2,1,75,823,11,75,363,Touchdown,"Defensive Holding on <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2309777"">W. Horton</a> Accepted. 2 yard penalty and first down.",,401030790,,62038,62038,11,75,363,Touchdown,true,,,,,,,,0,2018-09-23 (W3),CIN 21 @ CAR 31,1,,,2587
Cincinnati Bengals,8,4210078 1368,4210078,57602,1368,4210078,2018-09-23,3,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,CAROLINA,CAR,false,false,21,31,Bengals,Panthers,CIN,CAR,2,567,7,14,1,10,26,26,RUSH,0.392849,0.0377744,3.63731,0.78234,6,2,75,723,12,75,304,Touchdown Pass,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2511573"">G. Bernard</a> rushes towards the right guard for 12 yards. 2 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2465927"">L. Kuechly</a>. Defensive Offside on <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""1948081"">J. Peppers</a> Declined.",,401030790,,64846,64846,12,75,304,Touchdown Pass,true,,,,,,,,12,2018-09-23 (W3),CIN 21 @ CAR 31,2,,,2587
Cincinnati Bengals,8,4210078 1400,4210078,57602,1400,4210078,2018-09-23,3,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,CAROLINA,CAR,false,false,21,31,Bengals,Panthers,CIN,CAR,2,545,7,14,1,10,14,14,PASS,0.430623,-0.0348125,4.41965,-0.324034,6,2,75,723,12,75,304,Touchdown Pass,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223207"">A. Dalton</a> pass complete (thrown 2 yards behind the line of scrimmage to the far left) to <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2311353"">A. Green</a> for 1 yard. 3 yards after the catch. 1 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2572841"">J. Bradberry</a>.",,401030790,,64902,64902,12,75,304,Touchdown Pass,true,,,,,,,,1,2018-09-23 (W3),CIN 21 @ CAR 31,2,,,2587
Cincinnati Bengals,8,4210078 2015,4210078,57602,2015,4210078,2018-09-23,3,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,CAROLINA,CAR,false,false,21,31,Bengals,Panthers,CIN,CAR,3,900,14,21,1,10,75,75,RUSH,0.217058,0.0370416,0.896529,1.26421,10,3,75,900,4,17,130,Punt,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2511573"">G. Bernard</a> rushes towards the right guard for 23 yards. 2 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223221"">C. Jones</a>.",,401030790,,67155,67155,4,17,130,Punt,true,,,,,,,,23,2018-09-23 (W3),CIN 21 @ CAR 31,3,,,2587
Cincinnati Bengals,8,4210183 3403,4210183,57616,3403,4210183,2018-09-30,4,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,ATLANTA,ATL,false,true,37,36,Bengals,Falcons,CIN,ATL,4,611,28,33,2,2,13,13,RUSH,0.530369,-0.0658108,4.71579,0.211146,16,4,52,865,11,34,366,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3917846"">M. Walton</a> rushes outside the right tackle for 4 yards. 1 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3042725"">D. Riley</a>.",,401030847,,70897,70897,11,34,366,Made Field Goal,true,,,,,,,,4,2018-09-30 (W4),CIN 37 @ ATL 36,4,,,2587
Cincinnati Bengals,8,4210071 275,4210071,57633,275,4210071,2018-10-07,5,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,MIAMI,MIA,true,true,27,17,Bengals,Dolphins,CIN,MIA,1,696,0,0,1,10,90,90,RUSH,0.529649,-0.00332172,0.0900486,-0.24605,2,1,90,696,11,72,389,Interception,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a> rushes up the middle for 2 yards. 3 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3115383"">D. Godchaux</a>.",,401030785,,61934,61934,11,72,389,Interception,true,,,,,,,,2,2018-10-07 (W5),MIA 17 @ CIN 27,1,,,2587
Cincinnati Bengals,8,4210071 742,4210071,57633,742,4210071,2018-10-07,5,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,MIAMI,MIA,true,true,27,17,Bengals,Dolphins,CIN,MIA,1,131,0,0,2,7,89,89,PASS,0.524794,0.0408382,-0.158938,1.54666,4,1,92,172,8,37,262,Punt,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223207"">A. Dalton</a> pass complete (thrown 17 yards downfield to the far right) to <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2311353"">A. Green</a> for 23 yards. 6 yards after the catch. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2312448"">K. Alonso</a>.",,401030785,,63029,63029,8,37,262,Punt,true,,,,,,,,23,2018-10-07 (W5),MIA 17 @ CIN 27,1,,,2587
Cincinnati Bengals,8,4210071 925,4210071,57633,925,4210071,2018-10-07,5,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,MIAMI,MIA,true,true,27,17,Bengals,Dolphins,CIN,MIA,2,900,0,0,1,10,56,56,RUSH,0.585292,0.00840011,2.02986,0.0648474,4,1,92,172,8,37,262,Punt,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a> rushes towards the right guard for 5 yards. 1 yards after contact.",,401030785,,63557,63557,8,37,262,Punt,true,,,,,,,,5,2018-10-07 (W5),MIA 17 @ CIN 27,2,,,2587
Cincinnati Bengals,8,4210071 2380,4210071,57633,2380,4210071,2018-10-07,5,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,MIAMI,MIA,true,true,27,17,Bengals,Dolphins,CIN,MIA,3,351,17,0,3,1,23,23,PASS,0.0603553,-0.0307464,3.6549,-2.61671,12,3,75,565,8,42,258,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223207"">A. Dalton</a> sacked for a loss of 10 yards by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3915507"">J. Baker</a>. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3915507"">J. Baker</a>.",,401030785,,67988,67988,8,42,258,Made Field Goal,true,,,,,,,,-10,2018-10-07 (W5),MIA 17 @ CIN 27,3,,,2587
Cincinnati Bengals,8,4210071 2716,4210071,57633,2716,4210071,2018-10-07,5,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,MIAMI,MIA,true,true,27,17,Bengals,Dolphins,CIN,MIA,3,37,17,3,1,10,16,16,RUSH,0.0874388,-0.00101508,4.35612,-0.111207,14,3,71,204,8,71,210,Touchdown Pass,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a> rushes up the middle for 3 yards. 3 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3915507"">J. Baker</a>.",,401030785,,68960,68960,8,71,210,Touchdown Pass,true,,,,,,,,3,2018-10-07 (W5),MIA 17 @ CIN 27,3,,,2587
Cincinnati Bengals,8,4210071 3173,4210071,57633,3173,4210071,2018-10-07,5,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,MIAMI,MIA,true,true,27,17,Bengals,Dolphins,CIN,MIA,4,450,17,17,1,10,64,64,PASS,0.57712,-0.0516374,1.53757,-0.439242,17,4,64,450,9,62,240,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223207"">A. Dalton</a> pass incomplete (thrown 14 yards downfield to the mid left) to <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2311353"">A. Green</a>.",,401030785,,70331,70331,9,62,240,Made Field Goal,true,,,,,,,,0,2018-10-07 (W5),MIA 17 @ CIN 27,4,,,2587
Cincinnati Bengals,8,4210037 510,4210037,57647,510,4210037,2018-10-14,6,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,PITTSBURGH,PIT,true,false,21,28,Bengals,Steelers,CIN,PIT,1,535,0,0,2,10,54,54,RUSH,0.574789,0.0324668,1.69521,1.19942,4,1,54,540,11,54,264,Touchdown Pass,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a> rushes towards the right guard for 13 yards. 1 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2267152"">J. Haden</a>.",,401030743,,62635,62635,11,54,264,Touchdown Pass,true,,,,,,,,13,2018-10-14 (W6),PIT 28 @ CIN 21,1,,,2587
Cincinnati Bengals,8,4210037 670,4210037,57647,670,4210037,2018-10-14,6,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,PITTSBURGH,PIT,true,false,21,28,Bengals,Steelers,CIN,PIT,1,368,0,0,1,9,9,9,RUSH,0.659537,-0.00368281,4.95957,-0.297488,4,1,54,540,11,54,264,Touchdown Pass,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a> rushes towards the left guard for 1yard. 1 yards after contact.",,401030743,,62941,62941,11,54,264,Touchdown Pass,true,,,,,,,,1,2018-10-14 (W6),PIT 28 @ CIN 21,1,,,2587
Cincinnati Bengals,8,4210037 1226,4210037,57647,1226,4210037,2018-10-14,6,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,PITTSBURGH,PIT,true,false,21,28,Bengals,Steelers,CIN,PIT,2,670,7,7,2,4,42,42,RUSH,0.613948,-0.017777,2.65835,-0.729666,6,2,75,873,7,32,258,Punt,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3917846"">M. Walton</a> rushes outside the right tackle for -1 yards. 0 yards after contact.",,401030743,,64341,64341,7,32,258,Punt,true,,,,,,,,-1,2018-10-14 (W6),PIT 28 @ CIN 21,2,,,2587
Cincinnati Bengals,8,4210037 1506,4210037,57647,1506,4210037,2018-10-14,6,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,PITTSBURGH,PIT,true,false,21,28,Bengals,Steelers,CIN,PIT,2,432,7,7,1,10,73,73,PASS,0.561372,-0.0248618,1.04562,-0.902898,8,2,91,502,6,22,177,Punt,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223207"">A. Dalton</a> sacked for a loss of 5 yards by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2983055"">J. Hargrave</a>. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2983055"">J. Hargrave</a>.",,401030743,,65157,65157,6,22,177,Punt,true,,,,,,,,-5,2018-10-14 (W6),PIT 28 @ CIN 21,2,,,2587
Cincinnati Bengals,8,4210037 2196,4210037,57647,2196,4210037,2018-10-14,6,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,PITTSBURGH,PIT,true,false,21,28,Bengals,Steelers,CIN,PIT,3,844,14,14,3,1,40,40,RUSH,0.584969,-0.0813693,2.62676,-1.90912,12,3,49,900,3,9,106,Punt,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a> rushes up the middle for 0 yards. 1 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3045282"">T. Watt</a>.",,401030743,,67673,67673,3,9,106,Punt,true,,,,,,,,0,2018-10-14 (W6),PIT 28 @ CIN 21,3,,,2587
Cincinnati Bengals,8,4210037 2609,4210037,57647,2609,4210037,2018-10-14,6,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,PITTSBURGH,PIT,true,false,21,28,Bengals,Steelers,CIN,PIT,3,374,17,14,2,8,70,70,RUSH,0.369372,-0.0284048,0.77046,-0.766378,14,3,72,413,3,0,96,Punt,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a> rushes towards the left guard for -2 yards. 0 yards after contact.",,401030743,,68763,68763,3,0,96,Punt,true,,,,,,,,-2,2018-10-14 (W6),PIT 28 @ CIN 21,3,,,2587
Cincinnati Bengals,8,4210037 3799,4210037,57647,3799,4210037,2018-10-14,6,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,PITTSBURGH,PIT,true,false,21,28,Bengals,Steelers,CIN,PIT,4,81,20,20,2,3,4,4,RUSH,0.519695,0.174027,3.73085,2.99247,18,4,75,212,9,75,134,Touchdown,"Touchdown Cincinnati Bengals - <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a> rushes towards the right guard for 4 yards. 3 yards after contact. Touchdown <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a>.",,401030743,,71619,71619,9,75,134,Touchdown,true,,,,,,,,4,2018-10-14 (W6),PIT 28 @ CIN 21,4,,,2587
Cincinnati Bengals,8,4210103 1099,4210103,57666,1099,4210103,2018-10-21,7,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,KANSASCITY,KC,false,false,10,45,Bengals,Chiefs,CIN,KC,2,896,0,7,4,9,56,56,RUSH,0.278343,-0.0922923,-0.0886793,-3.20264,5,1,57,39,4,-10,48,Downs,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3042455"">C. Fejedelem</a> rushes for 0 yards. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2970716"">E. Murray</a>. Fumble  by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3042455"">C. Fejedelem</a>.",,401030804,,3965,3965,4,-10,48,Downs,true,,,,,,,,0,2018-10-21 (W7),CIN 10 @ KC 45,2,,,2587
Cincinnati Bengals,8,4210103 1596,4210103,57666,1596,4210103,2018-10-21,7,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,KANSASCITY,KC,false,false,10,45,Bengals,Chiefs,CIN,KC,2,459,0,14,1,4,4,4,PASS,0.19704,-0.0104294,5.51242,-0.371456,7,2,77,798,11,77,353,Touchdown Pass,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223207"">A. Dalton</a> pass incomplete (thrown 1 yard downfield to the far right) to <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116385"">J. Mixon</a>.",,401030804,,5182,5182,11,77,353,Touchdown Pass,true,,,,,,,,0,2018-10-21 (W7),CIN 10 @ KC 45,2,,,2587
Cincinnati Bengals,8,4210103 1618,4210103,57666,1618,4210103,2018-10-21,7,,8807,Cincinnati Bengals,CINCINNATI,REG,,true,KANSASCITY,KC,false,false,10,45,Bengals,Chiefs,CIN,KC,2,453,0,14,2,4,4,4,PASS,0.186611,-0.0195774,5.14096,-0.671577,7,2,77,798,11,77,353,Touchdown Pass,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2223207"">A. Dalton</a> pass incomplete (thrown 4 yards downfield to the far left) to <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2311353"">A. Green</a>.",,401030804,,5226,5226,11,77,353,Touchdown Pass,true,,,,,,,,0,2018-10-21 (W7),CIN 10 @ KC 45,2,,,2587
