entityName,DefendersInBox,playIdZ,gameId,gsisGameKey,playId,gameId,plainDate,week,playoffWeek,teamId,teamName,token,seasonType,ncaa,nfl,opponentToken,oppAbbrevName,home,win,finalScore,finalScoreOpponent,team,opponent,abbrevName,oppAbbrevName,quarter,gameClock,roadPriorScore,homePriorScore,downStart,distToFirstStart,goalDistStart,pos,playType,startWp,wpa,startEp,epa,driveNumber,driveStartQuarter,driveStartDistance,driveStartingClock,drivePlays,driveYards,driveTimeOfPossession,driveHowEnded,playDesc,sDRGameId,sdrEventId,scheduleId,wallClock,wallClock,drivePlays,driveYards,driveTimeOfPossession,driveHowEnded,onOffense,highlightVideo,highlightImageSmall,highlightImageLarge,highlightCaption,videoBroadcast,videoSideline,videoEndZone,yards,date,game,qtr,zebraData,zebraBallSnapY,EventSum
Atlanta Falcons,9,4210056 737,4210056,57704,737,4210056,2018-11-11,10,,8802,Atlanta Falcons,ATLANTA,REG,,true,CLEVELAND,CLE,false,false,16,28,Falcons,Browns,ATL,CLE,1,74,0,7,3,1,41,41,RUSH,0.385481,-0.0556672,2.66566,-1.88348,4,1,75,276,14,53,438,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3123969"">I. Smith</a> rushes towards the left guard for 0 yards. 0 yards after contact.",,401030754,,66595,66595,14,53,438,Made Field Goal,true,,,,,,,,0,2018-11-11 (W10),ATL 16 @ CLE 28,1,,,369
Atlanta Falcons,9,4210215 1039,4210215,57744,1039,4210215,2018-12-02,13,,8802,Atlanta Falcons,ATLANTA,REG,,true,BALTIMORE,BAL,true,false,16,26,Falcons,Ravens,ATL,BAL,2,852,7,3,4,1,50,50,RUSH,0.369856,-0.0925302,0.334125,-2.75669,5,1,80,109,7,29,161,Downs,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3123969"">I. Smith</a> rushes towards the left guard for -1 yards. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""1946218"">T. Suggs</a>.",,401030928,,67512,67512,7,29,161,Downs,true,,,,,,,,-1,2018-12-02 (W13),BAL 26 @ ATL 16,2,,,369
Atlanta Falcons,9,4210182 1242,4210182,57778,1242,4210182,2018-12-16,15,,8802,Atlanta Falcons,ATLANTA,REG,,true,ARIZONA,ARI,true,true,40,14,Falcons,Cardinals,ATL,ARI,2,756,7,16,1,1,1,1,RUSH,0.753186,0.0315516,6.19344,0.186444,8,2,34,849,5,34,97,Touchdown,"Touchdown Atlanta Falcons - <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2125735"">M. Ryan</a> rushes up the middle for 1yard. 1 yards after contact. Touchdown <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2125735"">M. Ryan</a>.",,401030900,,67971,67971,5,34,97,Touchdown,true,,,,,,,,1,2018-12-16 (W15),ARI 14 @ ATL 40,2,,,369
Baltimore Ravens,9,4209988 1710,4209988,57583,1710,4209988,2018-09-13,2,,8803,Baltimore Ravens,BALTIMORE,REG,,true,CINCINNATI,CIN,false,false,23,34,Ravens,Bengals,BAL,CIN,2,505,6,21,1,1,1,1,RUSH,0.0761535,0.00648476,6.14301,0.287304,9,2,75,782,10,75,282,Touchdown,"Touchdown Baltimore Ravens - <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2577253"">J. Allen</a> rushes towards the right guard for 1yard. 1 yards after contact. Touchdown <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2577253"">J. Allen</a>.",,401030690,,5043,5043,10,75,282,Touchdown,true,,,,,,,,1,2018-09-13 (W2),BAL 23 @ CIN 34,2,,,369
Baltimore Ravens,9,4210076 2730,4210076,57601,2730,4210076,2018-09-23,3,,8803,Baltimore Ravens,BALTIMORE,REG,,true,DENVER,DEN,true,true,27,14,Ravens,Broncos,BAL,DEN,3,590,14,20,1,10,35,35,RUSH,0.822136,-0.00512263,3.15112,-0.272891,17,3,82,825,14,82,379,Touchdown,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2577253"">J. Allen</a> rushes up the middle for 2 yards. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3040150"">J. Jewell</a>.",,401030788,,68662,68662,14,82,379,Touchdown,true,,,,,,,,2,2018-09-23 (W3),DEN 14 @ BAL 27,3,,,369
Baltimore Ravens,9,4210076 2867,4210076,57601,2867,4210076,2018-09-23,3,,8803,Baltimore Ravens,BALTIMORE,REG,,true,DENVER,DEN,true,true,27,14,Ravens,Broncos,BAL,DEN,3,449,14,26,3,1,1,1,RUSH,0.893185,0.0408695,5.301,1.06453,17,3,82,825,14,82,379,Touchdown,"Touchdown Baltimore Ravens - <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2577253"">J. Allen</a> rushes towards the left guard for 1yard. 1 yards after contact. Touchdown <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2577253"">J. Allen</a>.",,401030788,,69164,69164,14,82,379,Touchdown,true,,,,,,,,1,2018-09-23 (W3),DEN 14 @ BAL 27,3,,,369
Baltimore Ravens,9,4210076 4251,4210076,57601,4251,4210076,2018-09-23,3,,8803,Baltimore Ravens,BALTIMORE,REG,,true,DENVER,DEN,true,true,27,14,Ravens,Broncos,BAL,DEN,4,169,14,27,2,1,80,80,RUSH,0.998529,-0.000939088,0.563163,-0.544649,23,4,89,177,6,11,177,End of Game,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2577253"">J. Allen</a> rushes up the middle for 0 yards. 1 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2309434"">D. Wolfe</a>. Assist by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2971248"">W. Parks</a>.",,401030788,,72366,72366,6,11,177,End of Game,true,,,,,,,,0,2018-09-23 (W3),DEN 14 @ BAL 27,4,,,369
Baltimore Ravens,9,4210076 4289,4210076,57601,4289,4210076,2018-09-23,3,,8803,Baltimore Ravens,BALTIMORE,REG,,true,DENVER,DEN,true,true,27,14,Ravens,Broncos,BAL,DEN,4,165,14,27,3,1,80,80,RUSH,0.99759,0.00240968,0.0185144,0.212795,23,4,89,177,6,11,177,End of Game,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2139543"">J. Flacco</a> rushes outside the right tackle for 5 yards. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2217835"">D. Stewart</a>.",,401030788,,72432,72432,6,11,177,End of Game,true,,,,,,,,5,2018-09-23 (W3),DEN 14 @ BAL 27,4,,,369
Baltimore Ravens,9,4210221 1237,4210221,57628,1237,4210221,2018-09-30,4,,8803,Baltimore Ravens,BALTIMORE,REG,,true,PITTSBURGH,PIT,false,true,26,14,Ravens,Steelers,BAL,PIT,2,765,14,3,1,2,2,2,RUSH,0.912813,-0.0890565,5.85924,-5.50123,7,2,84,847,3,83,88,Fumble,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3046409"">A. Collins</a> rushes outside the left tackle for 0 yards. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2266380"">C. Sensabaugh</a>. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2975417"">P. Ricard</a>. Fumble Lost by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3046409"">A. Collins</a>.",,401030933,,,,3,83,88,Fumble,true,,,,,,,,0,2018-09-30 (W4),BAL 26 @ PIT 14,2,,,369
Baltimore Ravens,9,4210221 2153,4210221,57628,2153,4210221,2018-09-30,4,,8803,Baltimore Ravens,BALTIMORE,REG,,true,PITTSBURGH,PIT,false,true,26,14,Ravens,Steelers,BAL,PIT,2,60,14,14,3,1,55,55,RUSH,0.527264,-0.0186457,0.474447,-0.516743,11,2,77,170,6,22,160,Punt,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2577253"">J. Allen</a> rushes up the middle for 0 yards. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2313496"">V. Williams</a>.",,401030933,,,,6,22,160,Punt,true,,,,,,,,0,2018-09-30 (W4),BAL 26 @ PIT 14,2,,,369
Baltimore Ravens,9,4210050 140,4210050,57634,140,4210050,2018-10-07,5,,8803,Baltimore Ravens,BALTIMORE,REG,,true,CLEVELAND,CLE,false,false,9,12,Ravens,Browns,BAL,CLE,1,790,0,0,4,1,47,47,RUSH,0.508512,0.0409232,0.486618,2.07422,1,1,75,900,8,33,196,Punt,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2139543"">J. Flacco</a> rushes up the middle for 2 yards. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2977740"">E. Ogbah</a>.",,401030770,,61813,61813,8,33,196,Punt,true,,,,,,,,2,2018-10-07 (W5),BAL 9 @ CLE 12,1,,,369
Baltimore Ravens,9,4210057 385,4210057,57657,385,4210057,2018-10-14,6,,8803,Baltimore Ravens,BALTIMORE,REG,,true,TENNESSEE,TEN,false,true,21,0,Ravens,Titans,BAL,TEN,1,411,0,0,3,1,53,53,RUSH,0.590923,-0.00199071,1.90083,0.373661,2,1,94,636,17,94,549,Touchdown Pass,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2139543"">J. Flacco</a> rushes up the middle for 3 yards. 0 yards after contact.",,401030774,,74294,74294,17,94,549,Touchdown Pass,true,,,,,,,,3,2018-10-14 (W6),BAL 21 @ TEN 0,1,,,369
Baltimore Ravens,9,4210057 593,4210057,57657,593,4210057,2018-10-14,6,,8803,Baltimore Ravens,BALTIMORE,REG,,true,TENNESSEE,TEN,false,true,21,0,Ravens,Titans,BAL,TEN,1,138,0,0,1,4,4,4,RUSH,0.68625,-0.0103862,5.46553,-0.369513,2,1,94,636,17,94,549,Touchdown Pass,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3046409"">A. Collins</a> rushes outside the left tackle for 0 yards. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2468947"">L. Ryan</a>.",,401030774,,74657,74657,17,94,549,Touchdown Pass,true,,,,,,,,0,2018-10-14 (W6),BAL 21 @ TEN 0,1,,,369
Baltimore Ravens,9,4210057 2431,4210057,57657,2431,4210057,2018-10-14,6,,8803,Baltimore Ravens,BALTIMORE,REG,,true,TENNESSEE,TEN,false,true,21,0,Ravens,Titans,BAL,TEN,3,466,20,0,1,2,2,2,RUSH,0.984366,0.00689231,5.77264,0.741187,11,3,78,900,12,78,440,Touchdown,"Touchdown Baltimore Ravens - <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3046409"">A. Collins</a> rushes outside the right tackle for 2 yards. Touchdown <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3046409"">A. Collins</a>.",,401030774,,80150,80150,12,78,440,Touchdown,true,,,,,,,,2,2018-10-14 (W6),BAL 21 @ TEN 0,3,,,369
Baltimore Ravens,9,4210134 1129,4210134,57662,1129,4210134,2018-10-21,7,,8803,Baltimore Ravens,BALTIMORE,REG,,true,NEWORLEANS,NO,true,false,23,24,Ravens,Saints,BAL,NO,2,773,0,0,3,1,68,68,RUSH,0.569579,-0.000772047,1.13016,0.307515,4,2,77,807,17,63,443,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2970726"">M. Williams</a> rushes up the middle for 1yard. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2977661"">P. Williams</a>.",,401030836,,75076,75076,17,63,443,Made Field Goal,true,,,,,,,,1,2018-10-21 (W7),NO 24 @ BAL 23,2,,,369
Baltimore Ravens,9,4210134 1856,4210134,57662,1856,4210134,2018-10-21,7,,8803,Baltimore Ravens,BALTIMORE,REG,,true,NEWORLEANS,NO,true,false,23,24,Ravens,Saints,BAL,NO,2,23,7,3,1,2,2,2,RUSH,0.51819,-0.00957068,2.7567,-0.085433,6,2,75,113,6,75,109,Touchdown,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2577253"">J. Allen</a> rushes up the middle for 0 yards. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""4002046"">D. Onyemata</a>.",,401030836,,76996,76996,6,75,109,Touchdown,true,,,,,,,,0,2018-10-21 (W7),NO 24 @ BAL 23,2,,,369
Baltimore Ravens,9,4210134 1927,4210134,57662,1927,4210134,2018-10-21,7,,8803,Baltimore Ravens,BALTIMORE,REG,,true,NEWORLEANS,NO,true,false,23,24,Ravens,Saints,BAL,NO,2,13,7,3,1,1,1,1,PASS,0.505105,-0.00785266,2.57683,-0.122772,6,2,75,113,6,75,109,Touchdown,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2139543"">J. Flacco</a> pass incomplete (thrown 0 yards downfield).",,401030836,,77112,77112,6,75,109,Touchdown,true,,,,,,,,0,2018-10-21 (W7),NO 24 @ BAL 23,2,,,369
Baltimore Ravens,9,4210117 3007,4210117,57689,3007,4210117,2018-11-04,9,,8803,Baltimore Ravens,BALTIMORE,REG,,true,PITTSBURGH,PIT,true,false,16,23,Ravens,Steelers,BAL,PIT,3,181,20,12,1,1,1,1,RUSH,0.141596,0.0197946,6.20576,0.161812,12,3,75,406,11,75,230,Touchdown,"Touchdown Baltimore Ravens - <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3046409"">A. Collins</a> rushes outside the right tackle for 1yard. Touchdown <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3046409"">A. Collins</a>.",,401030819,,72418,72418,11,75,230,Touchdown,true,,,,,,,,1,2018-11-04 (W9),PIT 23 @ BAL 16,3,,,369
Baltimore Ravens,9,4210202 2711,4210202,57731,2711,4210202,2018-11-25,12,,8803,Baltimore Ravens,BALTIMORE,REG,,true,OAKLAND,OAK,true,true,34,17,Ravens,Raiders,BAL,OAK,3,496,10,19,1,5,5,5,RUSH,0.823003,0.0410147,5.32308,1.14283,13,3,75,900,13,75,410,Touchdown,"Touchdown Baltimore Ravens - <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3916387"">L. Jackson</a> rushes outside the left tackle for 5 yards. Touchdown <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3916387"">L. Jackson</a>.",,401030916,,71926,71926,13,75,410,Touchdown,true,,,,,,,,5,2018-11-25 (W12),OAK 17 @ BAL 34,3,,,369
Baltimore Ravens,9,4210202 4024,4210202,57731,4024,4210202,2018-11-25,12,,8803,Baltimore Ravens,BALTIMORE,REG,,true,OAKLAND,OAK,true,true,34,17,Ravens,Raiders,BAL,OAK,4,142,17,34,3,1,72,72,RUSH,0.999678,0.00032213,0.564362,2.1138,20,4,81,227,7,60,227,End of Game,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3916387"">L. Jackson</a> rushes outside the right tackle for 39 yards. 1 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3116158"">J. Cabinda</a>.",,401030916,,75504,75504,7,60,227,End of Game,true,,,,,,,,39,2018-11-25 (W12),OAK 17 @ BAL 34,4,,,369
Baltimore Ravens,9,4210202 4064,4210202,57731,4064,4210202,2018-11-25,12,,8803,Baltimore Ravens,BALTIMORE,REG,,true,OAKLAND,OAK,true,true,34,17,Ravens,Raiders,BAL,OAK,4,133,17,34,1,10,33,33,RUSH,1,-0.0000200301,2.67817,0.66702,20,4,81,227,7,60,227,End of Game,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2577134"">T. Montgomery</a> rushes outside the left tackle for 9 yards. 12 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2312629"">T. Whitehead</a>.",,401030916,,75552,75552,7,60,227,End of Game,true,,,,,,,,9,2018-11-25 (W12),OAK 17 @ BAL 34,4,,,369
Baltimore Ravens,9,4210215 2520,4210215,57744,2520,4210215,2018-12-02,13,,8803,Baltimore Ravens,BALTIMORE,REG,,true,ATLANTA,ATL,false,true,26,16,Ravens,Falcons,BAL,ATL,3,746,10,10,1,10,34,34,RUSH,0.607698,-0.0165208,3.21151,-0.374203,13,3,75,900,10,72,301,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3051926"">G. Edwards</a> rushes towards the right guard for 1yard. 2 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2976545"">D. Jones</a>.",,401030928,,71347,71347,10,72,301,Made Field Goal,true,,,,,,,,1,2018-12-02 (W13),BAL 26 @ ATL 16,3,,,369
Baltimore Ravens,9,4210215 2597,4210215,57744,2597,4210215,2018-12-02,13,,8803,Baltimore Ravens,BALTIMORE,REG,,true,ATLANTA,ATL,false,true,26,16,Ravens,Falcons,BAL,ATL,3,670,10,10,1,9,9,9,PASS,0.661529,-0.038874,4.85938,-0.827175,13,3,75,900,10,72,301,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3916387"">L. Jackson</a> sacked for a loss of 4 yards by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2976545"">D. Jones</a>. 0 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2976545"">D. Jones</a>.",,401030928,,71470,71470,10,72,301,Made Field Goal,true,,,,,,,,-4,2018-12-02 (W13),BAL 26 @ ATL 16,3,,,369
Baltimore Ravens,9,4210215 3184,4210215,57744,3184,4210215,2018-12-02,13,,8803,Baltimore Ravens,BALTIMORE,REG,,true,ATLANTA,ATL,false,true,26,16,Ravens,Falcons,BAL,ATL,3,88,13,10,1,10,28,28,PASS,0.779529,-0.020281,3.58346,-0.469151,15,3,87,519,14,60,488,Made Field Goal,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2309424"">R. Griffin</a> pass incomplete (thrown 0 yards downfield).",,401030928,,72975,72975,14,60,488,Made Field Goal,true,,,,,,,,0,2018-12-02 (W13),BAL 26 @ ATL 16,3,,,369
Baltimore Ravens,9,4210215 4243,4210215,57744,4243,4210215,2018-12-02,13,,8803,Baltimore Ravens,BALTIMORE,REG,,true,ATLANTA,ATL,false,true,26,16,Ravens,Falcons,BAL,ATL,4,249,26,16,2,3,68,68,RUSH,0.994806,0.00318161,1.12289,0.174468,20,4,75,258,8,20,258,End of Game,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""3916387"">L. Jackson</a> rushes outside the left tackle for 5 yards. 3 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2576492"">G. Jarrett</a>.",,401030928,,,,8,20,258,End of Game,true,,,,,,,,5,2018-12-02 (W13),BAL 26 @ ATL 16,4,,,369
Baltimore Ravens,9,4210215 4304,4210215,57744,4304,4210215,2018-12-02,13,,8803,Baltimore Ravens,BALTIMORE,REG,,true,ATLANTA,ATL,false,true,26,16,Ravens,Falcons,BAL,ATL,4,196,26,16,2,8,61,61,RUSH,0.996288,0.00011447,0.886239,-0.665456,20,4,75,258,8,20,258,End of Game,"<a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2971888"">K. Dixon</a> rushes towards the left guard for 0 yards. 1 yards after contact. Tackle by <a href=""#"" data-tmn-route-type=""player"" data-tmn-id=""2976545"">D. Jones</a>.",,401030928,,75739,75739,8,20,258,End of Game,true,,,,,,,,0,2018-12-02 (W13),BAL 26 @ ATL 16,4,,,369
