entityName,playIdZ,gameId,gsisGameKey,playId,gameId,plainDate,week,playoffWeek,teamId,teamName,token,seasonType,ncaa,nfl,opponentToken,oppAbbrevName,home,win,finalScore,finalScoreOpponent,team,opponent,abbrevName,oppAbbrevName,quarter,gameClock,roadPriorScore,homePriorScore,downStart,distToFirstStart,goalDistStart,pos,playType,startWp,wpa,startEp,epa,driveNumber,driveStartQuarter,driveStartDistance,driveStartingClock,drivePlays,driveYards,driveTimeOfPossession,driveHowEnded,playDesc,sDRGameId,sdrEventId,scheduleId,wallClock,wallClock,drivePlays,driveYards,driveTimeOfPossession,driveHowEnded,onOffense,highlightVideo,highlightImageSmall,highlightImageLarge,highlightCaption,videoBroadcast,videoSideline,videoEndZone,yards,date,game,qtr,zebraData,zebraBallSnapY,EventSum
Arizona Cardinals,3956775 782,3956775,55514,782,3956775,2012-09-09,1,,8801,Arizona Cardinals,ARIZONA,REG,,true,SEATTLE,SEA,true,true,20,16,Cardinals,Seahawks,ARI,SEA,1,92,3,0,1,2,2,2,RUSH,0.60488,-0.0156477,5.74181,-0.554569,4,1,78,446,13,75,412,Made Field Goal,<a href="#" data-tmn-route-type="player" data-tmn-id="2312979">R. Williams</a> rushes up the middle for -1 yards. 0 yards after contact. Tackle by <a href="#" data-tmn-route-type="player" data-tmn-id="2181428">C. McDonald</a>.,,400299430,,75068,75068,13,75,412,Made Field Goal,true,,,,,,,,-1,2012-09-09 (W1),SEA 16 @ ARI 20,1,,,2982
Arizona Cardinals,3956775 1382,3956775,55514,1382,3956775,2012-09-09,1,,8801,Arizona Cardinals,ARIZONA,REG,,true,SEATTLE,SEA,true,true,20,16,Cardinals,Seahawks,ARI,SEA,2,473,3,3,1,10,18,18,RUSH,0.664784,-0.0208884,4.15003,-0.339547,6,2,58,680,11,58,322,Touchdown,<a href="#" data-tmn-route-type="player" data-tmn-id="2222196">B. Wells</a> rushes towards the left guard for 1yard. 1 yards after contact. Tackle by <a href="#" data-tmn-route-type="player" data-tmn-id="2181428">C. McDonald</a>.,,400299430,,76764,76764,11,58,322,Touchdown,true,,,,,,,,1,2012-09-09 (W1),SEA 16 @ ARI 20,2,,,2982
Arizona Cardinals,3956775 1460,3956775,55514,1460,3956775,2012-09-09,1,,8801,Arizona Cardinals,ARIZONA,REG,,true,SEATTLE,SEA,true,true,20,16,Cardinals,Seahawks,ARI,SEA,2,399,3,3,1,2,2,2,RUSH,0.704885,-0.00100415,5.74298,-0.0390896,6,2,58,680,11,58,322,Touchdown,<a href="#" data-tmn-route-type="player" data-tmn-id="2222196">B. Wells</a> rushes up the middle for 1yard. 1 yards after contact.,,400299430,,76907,76907,11,58,322,Touchdown,true,,,,,,,,1,2012-09-09 (W1),SEA 16 @ ARI 20,2,,,2982
Arizona Cardinals,3956775 1481,3956775,55514,1481,3956775,2012-09-09,1,,8801,Arizona Cardinals,ARIZONA,REG,,true,SEATTLE,SEA,true,true,20,16,Cardinals,Seahawks,ARI,SEA,2,363,3,3,2,1,1,1,PASS,0.703881,-0.0165744,5.70389,-0.574471,6,2,58,680,11,58,322,Touchdown,<a href="#" data-tmn-route-type="player" data-tmn-id="2218283">J. Skelton</a> pass incomplete (thrown 1 yard downfield to the mid right) to <a href="#" data-tmn-route-type="player" data-tmn-id="1966466">J. King</a>.,,400299430,,76942,76942,11,58,322,Touchdown,true,,,,,,,,0,2012-09-09 (W1),SEA 16 @ ARI 20,2,,,2982
Arizona Cardinals,3956775 3049,3956775,55514,3049,3956775,2012-09-09,1,,8801,Arizona Cardinals,ARIZONA,REG,,true,SEATTLE,SEA,true,true,20,16,Cardinals,Seahawks,ARI,SEA,3,313,13,13,1,10,80,80,RUSH,0.513647,-0.0332987,0.645289,-0.431771,16,3,80,313,3,3,101,Punt,<a href="#" data-tmn-route-type="player" data-tmn-id="2222196">B. Wells</a> rushes up the middle for 0 yards. 2 yards after contact. Tackle by <a href="#" data-tmn-route-type="player" data-tmn-id="2184664">R. Bryant</a>.,,400299430,,81819,81819,3,3,101,Punt,true,,,,,,,,0,2012-09-09 (W1),SEA 16 @ ARI 20,3,,,2982
Arizona Cardinals,3956801 2453,3956801,55526,2453,3956801,2012-09-16,2,,8801,Arizona Cardinals,ARIZONA,REG,,true,NEWENGLAND,NE,false,true,20,18,Cardinals,Patriots,ARI,NE,3,581,6,9,1,2,2,2,RUSH,0.603033,-0.0118556,5.73845,-0.347347,16,3,2,581,3,2,49,Touchdown Pass,<a href="#" data-tmn-route-type="player" data-tmn-id="2312979">R. Williams</a> rushes up the middle for 0 yards. 0 yards after contact. Tackle by <a href="#" data-tmn-route-type="player" data-tmn-id="2155215">R. Brace</a>.,,400299218,,68237,68237,3,2,49,Touchdown Pass,true,,,,,,,,0,2012-09-16 (W2),ARI 20 @ NE 18,3,,,2982
Arizona Cardinals,3956801 2474,3956801,55526,2474,3956801,2012-09-16,2,,8801,Arizona Cardinals,ARIZONA,REG,,true,NEWENGLAND,NE,false,true,20,18,Cardinals,Patriots,ARI,NE,3,540,6,9,2,2,2,2,PASS,0.591178,-0.0293069,5.39111,-0.625182,16,3,2,581,3,2,49,Touchdown Pass,<a href="#" data-tmn-route-type="player" data-tmn-id="2131954">K. Kolb</a> pass incomplete (thrown 2 yards downfield to the far left) to <a href="#" data-tmn-route-type="player" data-tmn-id="2079760">L. Fitzgerald</a>.,,400299218,,68279,68279,3,2,49,Touchdown Pass,true,,,,,,,,0,2012-09-16 (W2),ARI 20 @ NE 18,3,,,2982
Arizona Cardinals,3956801 4169,3956801,55526,4169,3956801,2012-09-16,2,,8801,Arizona Cardinals,ARIZONA,REG,,true,NEWENGLAND,NE,false,true,20,18,Cardinals,Patriots,ARI,NE,4,113,20,18,1,10,62,62,RUSH,0.901722,-0.0793798,0.760333,-0.610777,24,4,80,126,5,10,65,Fumble,<a href="#" data-tmn-route-type="player" data-tmn-id="2312979">R. Williams</a> rushes towards the right guard for -4 yards. 0 yards after contact. Tackle by <a href="#" data-tmn-route-type="player" data-tmn-id="2155215">R. Brace</a>.,,400299218,,72672,72672,5,10,65,Fumble,true,,,,,,,,-4,2012-09-16 (W2),ARI 20 @ NE 18,4,,,2982
Arizona Cardinals,3956801 4190,3956801,55526,4190,3956801,2012-09-16,2,,8801,Arizona Cardinals,ARIZONA,REG,,true,NEWENGLAND,NE,false,true,20,18,Cardinals,Patriots,ARI,NE,4,74,20,18,2,14,66,66,RUSH,0.822343,0.0138397,0.149556,-0.307352,24,4,80,126,5,10,65,Fumble,<a href="#" data-tmn-route-type="player" data-tmn-id="2312979">R. Williams</a> rushes up the middle for 1yard. 0 yards after contact. Tackle by <a href="#" data-tmn-route-type="player" data-tmn-id="1945980">V. Wilfork</a>.,,400299218,,72711,72711,5,10,65,Fumble,true,,,,,,,,1,2012-09-16 (W2),ARI 20 @ NE 18,4,,,2982
Arizona Cardinals,3956801 4245,3956801,55526,4245,3956801,2012-09-16,2,,8801,Arizona Cardinals,ARIZONA,REG,,true,NEWENGLAND,NE,false,true,20,18,Cardinals,Patriots,ARI,NE,4,70,20,18,3,13,65,65,RUSH,0.836182,-0.445729,-0.157796,-1.97564,24,4,80,126,5,10,65,Fumble,<a href="#" data-tmn-route-type="player" data-tmn-id="2312979">R. Williams</a> rushes outside the left tackle for -5 yards. 0 yards after contact. Tackle by <a href="#" data-tmn-route-type="player" data-tmn-id="2217660">B. Spikes</a>. Tackle by <a href="#" data-tmn-route-type="player" data-tmn-id="1941647">A. Snyder</a>. Fumble Lost by <a href="#" data-tmn-route-type="player" data-tmn-id="2312979">R. Williams</a>.,,400299218,,72869,72869,5,10,65,Fumble,true,,,,,,,,-5,2012-09-16 (W2),ARI 20 @ NE 18,4,,,2982
